resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,description,calories,perceived_exertion,prefer_perceived_exertion,segment_efforts,splits_metric,splits_standard,laps,photos,device_name,embed_token,available_zones
3,"{""id"":5108599,""resource_state"":1}",Morning Yoga,266.7,4133,4133,0,Yoga,4077824627,garmin_push_5555568597,4363809422,2020-09-18T13:29:03Z,2020-09-18T06:29:03Z,(GMT-08:00) America/Vancouver,-25200,,,,,Canada,,,0,0,0,1,0,"{""id"":""a4077824627"",""polyline"":"""",""resource_state"":3}",1,,,,followers_only,,,,4363809422,0.065,1.4,58.1,1,86.2,129,,1,0,0,,6,,180,,,[],"[{""distance"":266.7,""elapsed_time"":4133,""elevation_difference"":null,""moving_time"":3992,""split"":1,""average_speed"":0.06,""average_grade_adjusted_speed"":null,""average_heartrate"":86.24050326639245,""pace_zone"":0}]","[{""distance"":266.7,""elapsed_time"":4133,""elevation_difference"":null,""moving_time"":3992,""split"":1,""average_speed"":0.06,""average_grade_adjusted_speed"":null,""average_heartrate"":86.24050326639245,""pace_zone"":0}]","[{""id"":13359132635,""resource_state"":2,""name"":""Lap 1"",""activity"":{""id"":4077824627,""resource_state"":1},""athlete"":{""id"":5108599,""resource_state"":1},""elapsed_time"":4131,""moving_time"":3991,""start_date"":""2020-09-18T13:29:03Z"",""start_date_local"":""2020-09-18T06:29:03Z"",""distance"":266.72,""start_index"":0,""end_index"":491,""total_elevation_gain"":0,""average_speed"":0.06,""max_speed"":1.4,""average_cadence"":58.1,""average_heartrate"":86.2,""max_heartrate"":129,""lap_index"":1,""split"":1}]","{""primary"":null,""count"":0}",Garmin Forerunner 735XT,494e71eeed6d1fa9758560f7ba2b0b1cdba6d32a,"[""heartrate""]"
