resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,description,calories,perceived_exertion,prefer_perceived_exertion,segment_efforts,best_efforts,gear,photos,embed_token,similar_activities,available_zones
3,"{""id"":17349694,""resource_state"":1}",Dad Strides Mile Time Trial,1609.4,364,364,0,Run,0,4498384722,,,2020-12-20T23:18:00Z,2020-12-20T18:18:00Z,(GMT-05:00) America/Toronto,-18000,,,,,,,,0,15,8,1,0,"{""id"":""a4498384722"",""polyline"":null,""resource_state"":3}",,,1,,everyone,,g6838775,,4.421,0,,,,0,6,,,"Wanted to go sub 6 but had no idea what that should feel like so I went in totally blind haha. Definitely shoulda pushed a bit harder through the middle, had too much saved for the last lap but oh well! That was so much fun. Can’t wait to crush 6 minutes in the spring.
400m splits:
:94
:92
:94
:84",168.1,,,[],[],"{""id"":""g6838775"",""primary"":false,""name"":""Nike Zoom Fly 3"",""resource_state"":2,""distance"":325358}","{""primary"":{""id"":null,""unique_id"":""356C3E6E-2515-4D62-B25F-13C73781C553"",""urls"":{""100"":""https://dgtzuqphqg23d.cloudfront.net/ZgvKYHzirmid40wgh1TMh0cq-_VxcCjW84AP4ZI1BnY-128x96.jpg"",""600"":""https://dgtzuqphqg23d.cloudfront.net/ZgvKYHzirmid40wgh1TMh0cq-_VxcCjW84AP4ZI1BnY-768x576.jpg""},""source"":1},""use_primary_photo"":true,""count"":6}",73992f0242f6d50b2b54ede4bd6400876281bae9,"{""effort_count"":0,""average_speed"":0,""min_average_speed"":0,""mid_average_speed"":0,""max_average_speed"":0,""pr_rank"":null,""frequency_milestone"":null,""trend"":{""speeds"":[],""current_activity_index"":null,""min_speed"":0,""mid_speed"":0,""max_speed"":0,""direction"":0},""resource_state"":2}","[""pace""]"
