resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,description,calories,perceived_exertion,prefer_perceived_exertion,segment_efforts,splits_metric,splits_standard,laps,photos,device_name,embed_token,available_zones
3,"{""id"":5108599,""resource_state"":1}",Evening Yoga,122.6,2214,2214,0,Yoga,3754351392,garmin_push_5228837736,4010945514,2020-07-13T03:42:24Z,2020-07-12T20:42:24Z,(GMT-08:00) America/Vancouver,-25200,,,,,Canada,,,0,0,0,1,0,"{""id"":""a3754351392"",""polyline"":"""",""resource_state"":3}",1,,,,everyone,,,,4010945514,0.055,1.4,58.2,1,96.3,140,,1,0,0,,4,,130,,,[],"[{""distance"":123.9,""elapsed_time"":2214,""elevation_difference"":null,""moving_time"":2144,""split"":1,""average_speed"":0.06,""average_grade_adjusted_speed"":null,""average_heartrate"":96.33333333333333,""pace_zone"":0}]","[{""distance"":123.9,""elapsed_time"":2214,""elevation_difference"":null,""moving_time"":2144,""split"":1,""average_speed"":0.06,""average_grade_adjusted_speed"":null,""average_heartrate"":96.33333333333333,""pace_zone"":0}]","[{""id"":12372437370,""resource_state"":2,""name"":""Lap 1"",""activity"":{""id"":3754351392,""resource_state"":1},""athlete"":{""id"":5108599,""resource_state"":1},""elapsed_time"":2214,""moving_time"":2144,""start_date"":""2020-07-13T03:42:24Z"",""start_date_local"":""2020-07-12T20:42:24Z"",""distance"":123.88,""start_index"":0,""end_index"":310,""total_elevation_gain"":0,""average_speed"":0.06,""max_speed"":1.4,""average_cadence"":58.2,""average_heartrate"":96.3,""max_heartrate"":140,""lap_index"":1,""split"":1}]","{""primary"":null,""count"":0}",Garmin Forerunner 735XT,d6049e639d1ff933650e9c419c36d13120faa68b,"[""heartrate""]"
